SITC;PRODUCT DESCRIPTION;YEAR;IMPORT (RM);;
73165;SHARPENING (TOOL- OR CUTTER-GRINDING) MACHINES, NUMERICALLY CONTROLLED;2020;6741877;;
73166;OTHER SHARPENING (TOOL- OR CUTTER-GRINDING) MACHINES;2020;2979992;;
73167;HONING OR LAPPING MACHINES;2020;9311916;;
73169;MACHINE TOOLS FOR DEBURRING, POLISHING, OR OTHERWISE FINISHING METAL, SINTERED METAL CARBIDES OR CERMETS BY MEANS OF GRINDING STONES, ABRASIVES OR POLISHING PRODUCTS, N.E.S.;2020;63058391;;
73171;SHAPING OR SLOTTING MACHINES;2020;20459532;;
73173;BROACHING MACHINES;2020;1219318;;
73175;GEAR-CUTTING, GEAR-GRINDING OR GEAR-FINISHING MACHINES;2020;2346415;;
73177;SAWING OR CUTTING-OFF MACHINES;2020;55009212;;
73179;MACHINE TOOLS WORKING BY REMOVING METAL, SINTERED METAL CARBIDES OR CERMETS, N.E.S.;2020;23333296;;
73311;FORGING OR DIE-STAMPING MACHINES (INCLUDING PRESSES) AND HAMMERS;2020;97005082;;
73312;BENDING, FOLDING, STRAIGHTENING OR FLATTENING MACHINES (INCLUDING PRESSES), NUMERICALLY CONTROLLED;2020;25042612;;
73313;NON-NUMERICALLY CONTROLLED BENDING, FOLDING, STRAIGHTENING OR FLATTENING MACHINES (INCLUDING PRESSES;2020;61419975;;
73314;SHEARING MACHINES (INCLUDING PRESSES), OTHER THAN COMBINED PUNCHING AND SHEARING MACHINES, NUMERICALLY CONTROLLED;2020;6430746;;
73315;SHEARING MACHINES (INCLUDING PRESSES), OTHER THAN COMBINED PUNCHING AND SHEARING MACHINES, NOT NUMERICALLY CONTROLLED;2020;17377998;;
73316;PUNCHING OR NOTCHING MACHINES (INCLUDING PRESSES), INCLUDING COMBINED PUNCHING AND SHEARING MACHINES;2020;20638953;;
73317;PUNCHING OR NOTCHING MACHINES, N.E.S. (INCLUDING PRESSES), INCLUDING COMBINED PUNCHING AND SHEARING;2020;12111604;;
73318;PRESSES FOR WORKING METAL OR METAL CARBIDES, N.E.S.;2020;245058559;;
73391;DRAW BENCHES FOR BARS, TUBES, PROFILES, WIRE OR THE LIKE;2020;22938882;;
73393;THREAD-ROLLING MACHINES;2020;4047289;;
73395;MACHINES FOR WORKING WIRE;2020;26660278;;
73399;MACHINE TOOLS FOR WORKING METAL, SINTERED METAL CARBIDES OR CERMETS, WITHOUT REMOVING MATERIAL, N.E.S.;2020;27569615;;
73511;TOOL HOLDERS AND SELF-OPENING DIE-HEADS;2020;114383076;;
73513;WORK HOLDERS;2020;42142373;;
73515;DIVIDING HEADS AND OTHER SPECIAL ATTACHMENTS FOR MACHINE TOOLS;2020;62661637;;
73591;MACHINERY AND TRANSPORT EQUIPMENT METALWORKING MACHINERY PARTS, N.E.S., AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES FALLING WITHIN GROUPS 731 AND 733 (INCLUDING WORK OR TOOL HOLDERS, SELF-OPENING DIE-HEADS, DIVIDING HEADS AND;2020;238462237;;
73595;MACHINERY AND TRANSPORT EQUIPMENT METALWORKING MACHINERY PARTS, N.E.S., AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES FALLING WITHIN GROUPS 731 AND 733 (INCLUDING WORK OR TOOL HOLDERS, SELF-OPENING DIE-HEADS, DIVIDING HEADS AND;2020;256240548;;
73711;CONVERTERS, INGOT MOULDS AND LADLES;2020;8740589;;
73712;CASTING MACHINES;2020;75884647;;
73719;PARTS;2020;75326798;;
73721;METAL-ROLLING MILLS;2020;14674381;;
73729;ROLLS AND OTHER PARTS FOR METAL-ROLLING MILLS;2020;107011204;;
73731;SOLDERING IRONS AND GUNS;2020;6716288;;
73732;OTHER BRAZING OR SOLDERING MACHINES AND APPARATUS;2020;40721930;;
73733;MACHINES AND APPARATUS FOR RESISTANCE WELDING OF METAL, FULLY OR PARTLY AUTOMATIC;2020;58638358;;
73734;OTHER MACHINES AND APPARATUS FOR RESISTANCE WELDING OF METAL;2020;18077645;;
73735;MACHINES AND APPARATUS FOR ARC (INCLUDING PLASMA-ARC) WELDING OF METAL, FULLY OR PARTLY AUTOMATIC;2020;61630705;;
73736;OTHER MACHINES AND APPARATUS FOR ARC WELDING OF METAL;2020;82691563;;
73737;METALWORKING MACHINERY (OTHER THAN MACHINE TOOLS), AND PARTS THEREOF, N.E.S.;2020;98376947;;
73739;PARTS FOR THE MACHINES AND APPARATUS OF SUBGROUP 737.3;2020;131216738;;
73741;HAND-HELD BLOWPIPES;2020;234938;;
73742;OTHER GAS-OPERATED MACHINERY AND APPARATUS;2020;20037994;;
73743;OTHER MACHINERY AND APPARATUS;2020;24052051;;
73749;PARTS FOR THE MACHINERY AND APPARATUS OF SUBGROUP 737.4;2020;45105357;;
74121;FURNACE BURNERS FOR LIQUID FUEL;2020;5522171;;
74123;OTHER FURNACE BURNERS (INCLUDING COMBINATION BURNERS);2020;101164958;;
74125;MECHANICAL STOKERS, INCLUDING THEIR MECHANICAL GRATES, MECHANICAL ASH DISCHARGERS AND SIMILAR APPLIANCES;2020;7365924;;
74128;PARTS FOR THE BURNERS AND OTHER ARTICLES OF SUBGROUP 741.2;2020;75736790;;
74131;RESISTANCE-HEATED FURNACES AND OVENS, ELECTRIC;2020;153047155;;
74132;INDUCTION OR DIELECTRIC FURNACES AND OVENS;2020;24887630;;
74133;OTHER ELECTRIC FURNACES AND OVENS;2020;979055084;;
74134;OTHER INDUCTION OR DIELECTRIC HEATING EQUIPMENT;2020;101172360;;
74135;PARTS FOR THE EQUIPMENT OF HEADINGS 741.31 THROUGH 741.34;2020;149222874;;
74136;FURNACES AND OVENS FOR THE ROASTING, MELTING OR OTHER HEAT-TREATMENT OF ORES, PYRITES OR OF METALS, NON-ELECTRIC.;2020;42911141;;
74137;BAKERY OVENS (INCLUDING BISCUIT OVENS), NON-ELECTRIC;2020;6973310;;
74138;OTHER NON-ELECTRIC FURNACES AND OVENS (INCLUDING INCINERATORS);2020;42760740;;
74139;PARTS FOR THE FURNACES AND OVENS OF HEADINGS 741.36 THROUGH 741.38;2020;72174707;;
74143;REFRIGERATING OR FREEZING CHESTS (OTHER THAN HOUSEHOLD-TYPE), CABINETS, DISPLAY COUNTERS, SHOWCASES;2020;118962559;;
74145;"OTHER REFRIGERATING OR FREEZING EQUIPMENT; HEAT PUMPS";2020;340215323;;
74149;PARTS OF REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT (ELECTRIC OR OTHER);2020;123904930;;
74151;MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. HEATING AND COOLING EQUIPMENT AND PARTS THEREOF, N.E.S. AIR-CONDITIONING MACHINES COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE T;2020;639613607;;
74155;MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. HEATING AND COOLING EQUIPMENT AND PARTS THEREOF, N.E.S. AIR-CONDITIONING MACHINES COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE T;2020;117178824;;
74159;PARTS FOR THE AIR-CONDITIONING MACHINES OF SUBGROUP 741.5;2020;595312324;;
74171;"PRODUCER GAS OR WATER GAS GENERATORS, WITH OR WITHOUT THEIR PURIFIERS; ACETYLENE GAS GENERATORS AND SIMILAR WATER PROCESS GAS GENERATORS, WITH OR WITHOUT THEIR PURIFIERS";2020;50311710;;
74172;PARTS FOR THE GENERATORS OF HEADING 741.71;2020;5210913;;
74173;DISTILLING OR RECTIFYING PLANT;2020;157521010;;
74174;HEAT-EXCHANGE UNITS;2020;321777742;;
74175;MACHINERY FOR LIQUEFYING AIR OR OTHER GASES;2020;53224074;;
74181;INSTANTANEOUS GAS WATER-HEATERS;2020;9558813;;
74182;OTHER INSTANTANEOUS OR STORAGE WATER-HEATERS, NON-ELECTRIC;2020;6984671;;
74183;MEDICAL, SURGICAL OR LABORATORY STERILIZERS;2020;47848365;;
74184;DRIERS FOR AGRICULTURAL PRODUCTS;2020;13566938;;
74185;DRIERS FOR WOOD, PAPER PULP, PAPER OR PAPERBOARD;2020;12982581;;
74186;DRIERS, N.E.S.;2020;97734815;;
74187;MACHINERY FOR MAKING HOT DRINKS OR FOR COOKING OR HEATING FOOD;2020;138997001;;
74189;OTHER MACHINERY, PLANT OR EQUIPMENT;2020;350931432;;
74190;PARTS, N.E.S., FOR THE MACHINERY OF HEADINGS 741.73 THROUGH 741.89;2020;267236156;;
74211;PUMPS FOR DISPENSING FUEL OR LUBRICANTS, OF THE TYPE USED IN FILLING STATIONS OR IN GARAGES, FITTED;2020;62464661;;
74219;OTHER PUMPS FITTED OR DESIGNED TO BE FITTED WITH A MEASURING DEVICE;2020;34133274;;
74220;FUEL, LUBRICATING OR COOLING MEDIUM PUMPS FOR INTERNAL COMBUSTION PISTON ENGINES;2020;274648131;;
74230;CONCRETE PUMPS;2020;27385810;;
74240;RECIPROCATING POSITIVE DISPLACEMENT PUMPS, N.E.S.;2020;149737180;;
74250;ROTARY POSITIVE DISPLACEMENT PUMPS, N.E.S.;2020;140779076;;
74260;CENTRIFUGAL PUMPS, N.E.S.;2020;447141238;;
74271;PUMPS FOR LIQUIDS, N.E.S.;2020;209538080;;
74275;LIQUID ELEVATORS;2020;15914152;;
74291;"MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. PUMPS FOR LIQUIDS, WHETHER OR NOT FITTED WITH A MEASURING DEVICE; LIQUID ELEVATORS; PARTS FOR SUCH PUMPS AND LIQUID ELEVATORS PARTS OF THE PUMP";2020;402861112;;
74295;"MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. PUMPS FOR LIQUIDS, WHETHER OR NOT FITTED WITH A MEASURING DEVICE; LIQUID ELEVATORS; PARTS FOR SUCH PUMPS AND LIQUID ELEVATORS PARTS OF THE PUMP";2020;6926944;;
74311;VACUUM PUMPS;2020;155746786;;
74313;HAND- OR FOOT-OPERATED AIR PUMPS;2020;88808624;;
74315;COMPRESSORS OF A KIND USED IN REFRIGERATING EQUIPMENT;2020;277021379;;
74317;AIR COMPRESSORS MOUNTED ON A WHEELED CHASSIS FOR TOWING;2020;107869743;;
74319;OTHER AIR OR VACUUM PUMPS, AIR OR OTHER GAS COMPRESSORS, VENTILATING OR RECYCLING HOODS (OTHER THAN COOKER HOODS) INCORPORATING A FAN;2020;738191090;;
74341;TABLE, FLOOR, WALL, WINDOW, CEILING OR ROOF FANS WITH SELF-CONTAINED ELECTRIC MOTOR OF AN OUTPUT NOT;2020;264780581;;
74343;"PUMPS (OTHER THAN PUMPS FOR LIQUIDS), AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLIN";2020;417828021;;
74345;HOODS HAVING A MAXIMUM HORIZONTAL SIDE NOT EXCEEDING 120 CM;2020;76854509;;
74351;CREAM SEPARATORS;2020;1833955;;
74355;CLOTHES DRIERS;2020;3885260;;
74359;OTHER CENTRIFUGES;2020;99822416;;
74361;"MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. PUMPS (OTHER THAN PUMPS FOR LIQUIDS), AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WHETHER OR NOT";2020;1100932218;;
74362;"MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. PUMPS (OTHER THAN PUMPS FOR LIQUIDS), AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WHETHER OR NOT";2020;77173963;;
74363;OIL OR PETROL FILTERS FOR INTERNAL COMBUSTION ENGINES;2020;116844937;;
74364;INTAKE AIR FILTERS FOR INTERNAL COMBUSTION ENGINES;2020;140519052;;
74367;"MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. PUMPS (OTHER THAN PUMPS FOR LIQUIDS), AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WHETHER OR NOT";2020;321226796;;
74369;"MACHINERY AND TRANSPORT EQUIPMENT GENERAL INDUSTRIAL MACHINERY AND EQUIPMENT, N.E.S., AND MACHINE PARTS, N.E.S. PUMPS (OTHER THAN PUMPS FOR LIQUIDS), AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WHETHER OR NOT";2020;708222496;;
74380;PARTS FOR THE PUMPS, COMPRESSORS, FANS AND HOODS OF SUBGROUPS 743.1 AND 743.4;2020;514246913;;
74391;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6. OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS);2020;20665177;;
74395;PARTS OF THE MACHINES AND APPARATUS OF SUBGROUPS 743.5 AND 743.6, OF CENTRIFUGES (INCLUDING CENTRIFUGAL DRIERS). OF FILTERING OR PURIFYING MACHINERY AND APPARATUS;2020;835076323;;
74411;SELF-PROPELLED TRUCKS POWERED BY AN ELECTRIC MOTOR, FITTED WITH LIFTING OR HANDLING EQUIPMENT;2020;156466615;;
74412;OTHER SELF-PROPELLED TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2020;273896843;;
74413;OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT;2020;52280476;;
74414;WORKS TRUCKS, ELECTRICAL, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT;2020;3392678;;
74415;"OTHER SELF-PROPELLED WORKS TRUCKS, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS OF THE TY";2020;8774440;;
74419;PARTS OF THE TRUCKS AND TRACTORS OF HEADINGS 744.14 AND 744.15;2020;4444498;;
74421;PULLEY TACKLE AND HOISTS (OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES);2020;71755037;;
74425;"OTHER WINCHES; CAPSTANS";2020;42263958;;
74431;OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT;2020;12307156;;
74432;MOBILE LIFTING FRAMES ON TYRES AND STRADDLE CARRIERS;2020;1849745;;
74433;OTHER OVERHEAD TRAVELLING CRANES, TRANSPORTER CRANES, GANTRY CRANES, BRIDGE CRANES AND OTHER MOBILE;2020;396526977;;
74434;TOWER CRANES;2020;22455334;;
74435;PORTAL OR PEDESTAL JIB CRANES;2020;551571;;
74437;OTHER MACHINERY, SELF-PROPELLED;2020;88937134;;
74439;OTHER MACHINERY, NOT SELF-PROPELLED;2020;51499788;;
74441;BUILT-IN JACKING SYSTEMS OF A TYPE USED IN GARAGES;2020;5212317;;
74443;OTHER JACKS AND HOISTS, HYDRAULIC;2020;44378835;;
74449;"JACKS; HOISTS OF A KIND USED FOR RAISING VEHICLES, OTHER";2020;18528484;;
74471;PNEUMATIC ELEVATORS AND CONVEYERS;2020;42608107;;
74472;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, SPECIALLY DESIGNED FOR UNDERGROUND USE;2020;1748212;;
74473;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BUCKET-TYPE;2020;9141994;;
74474;OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BELT-TYPE;2020;65877129;;
74479;CONTINUOUS-ACTION ELEVATORS AND CONVEYERS FOR GOODS OR MATERIALS, N.E.S.;2020;176637215;;
74481;LIFTS AND SKIP HOISTS;2020;386078006;;
74485;ESCALATORS AND MOVING WALKWAYS;2020;99986622;;
74489;OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY;2020;348578250;;
74491;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF SUBGROUPS 744.2 AND 744.4;2020;32247449;;
74492;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF MACHINERY OF HEADINGS 744.11, 744.12 AND 744.13;2020;57357331;;
74493;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF LIFTS, SKIP HOISTS OR ESCALATORS;2020;274400527;;
74494;PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF HEADINGS 744.11, 744.12, 744.13 AND SUBGROUPS 744.2, 744.4, 744.7 AND 744.8. OF OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY OF SUBGROUPS 744.7 AND 744.8;2020;308105343;;
74511;TOOLS FOR WORKING IN THE HAND, PNEUMATIC;2020;62217126;;
74512;TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED NON-ELECTRIC MOTOR;2020;193233920;;
74519;PARTS OF THE TOOLS OF SUBGROUP 745.1;2020;352546952;;
74521;DISHWASHING MACHINES (OTHER THAN HOUSEHOLD-TYPE);2020;12105969;;
74523;MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS;2020;11661931;;
74527;OTHER PACKING OR WRAPPING MACHINERY;2020;415224781;;
74529;PARTS OF THE MACHINERY OF SUBGROUP 745.2 AND HEADING 775.3;2020;113118323;;
74531;WEIGHING MACHINERY (EXCLUDING BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, PERSONAL WEIGHING-MACHINE;2020;74023451;;
74532;"PERSONAL WEIGHING-MACHINES (INCLUDING BABY SCALES); HOUSEHOLD SCALES";2020;17512002;;
74539;"WEIGHING-MACHINE WEIGHTS OF ALL KINDS; PARTS OF THE WEIGHING MACHINERY OF SUBGROUP 745.3";2020;23717715;;
74561;FIRE EXTINGUISHERS, WHETHER OR NOT CHARGED;2020;23375350;;
74562;SPRAY-GUNS AND SIMILAR APPLIANCES;2020;77307076;;
74563;STEAM OR SANDBLASTING MACHINES AND SIMILAR JET-PROJECTING MACHINES;2020;103045244;;
74564;AGRICULTURAL OR HORTICULTURAL APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2020;95044265;;
74565;OTHER APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2020;203863170;;
74568;PARTS OF THE APPLIANCES OF SUBGROUP 745.6;2020;157538495;;
74591;CALENDERING OR OTHER ROLLING MACHINES (OTHER THAN FOR METALS OR GLASS);2020;41251318;;
74593;CYLINDERS AND OTHER PARTS FOR THE MACHINES OF HEADING 745.91;2020;34335320;;
74595;AUTOMATIC GOODS-VENDING MACHINES (E.G., POSTAGE STAMP, CIGARETTE, FOOD OR BEVERAGE MACHINES), INCLUDING MONEY-CHANGING MACHINES;2020;30335514;;
74597;PARTS FOR THE MACHINES OF HEADING 745.95;2020;5363392;;
74610;BALL-BEARINGS;2020;441588579;;
74620;TAPERED ROLLER BEARINGS (INCLUDING CONE AND TAPERED ROLLER ASSEMBLIES);2020;48262667;;
74630;SPHERICAL ROLLER BEARINGS;2020;46740166;;
74640;NEEDLE ROLLER BEARINGS;2020;18044804;;
74650;OTHER CYLINDRICAL ROLLER BEARINGS;2020;87609237;;
74680;OTHER BALL- OR ROLLER BEARINGS (INCLUDING COMBINED BALL-/ROLLER BEARINGS);2020;117158387;;
74691;BALLS, NEEDLES AND ROLLERS;2020;102600937;;
74699;OTHER PARTS OF BALL- OR ROLLER BEARINGS;2020;205141198;;
74710;PRESSURE-REDUCING VALVES;2020;227897727;;
74720;VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS;2020;207478174;;
74730;CHECK-VALVES;2020;152529672;;
74740;SAFETY- OR RELIEF VALVES;2020;188934133;;
74780;TAPS, COCKS, VALVES AND SIMILAR APPLIANCES, N.E.S.;2020;1513663610;;
74790;PARTS FOR THE APPLIANCES OF GROUP 747;2020;954625606;;
74810;TRANSMISSION SHAFTS (INCLUDING CAMSHAFTS AND CRANKSHAFTS) AND CRANKS;2020;271720098;;
74821;BEARING HOUSINGS, INCORPORATING BALL- OR ROLLER BEARINGS;2020;74851887;;
74822;"BEARING HOUSINGS, NOT INCORPORATING BALL- OR ROLLER BEARINGS; PLAIN SHAFT BEARINGS";2020;78446839;;
74831;ROLLER CHAIN;2020;104403300;;
74832;OTHER ARTICULATED CHAIN;2020;12498528;;
74839;PARTS OF ARTICULATED LINK CHAIN;2020;47217057;;
74840;GEARS AND GEARING (EXCLUDING TOOTHED WHEELS, CHAIN SPROCKETS AND OTHER TRANSMISSION ELEMENTS PRESENT;2020;555499707;;
74850;FLYWHEELS AND PULLEYS (INCLUDING PULLEY BLOCKS);2020;71027461;;
74860;CLUTCHES AND SHAFT COUPLINGS (INCLUDING UNIVERSAL JOINTS);2020;147212886;;
74890;PARTS, N.E.S., FOR THE ARTICLES OF GROUP 748;2020;407340991;;
74911;MOULDING BOXES FOR METAL FOUNDRY;2020;12426349;;
74912;MOULD BASES;2020;196961921;;
74913;MOULDING PATTERNS;2020;48881993;;
74914;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR METALS OR METAL CARBIDES;2020;56219479;;
74915;OTHER MOULDS FOR METALS OR METAL CARBIDES;2020;79632981;;
74916;MOULDS FOR GLASS;2020;5904572;;
74917;MOULDS FOR MINERAL MATERIALS;2020;218093016;;
74918;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR RUBBER OR PLASTICS;2020;321442369;;
74919;OTHER MOULDS FOR RUBBER OR PLASTICS;2020;313665707;;
74920;"GASKETS AND SIMILAR JOINTS OF METAL SHEETING COMBINED WITH OTHER MATERIAL OR OF TWO OR MORE LAYERS OF METAL; SETS OR ASSORTMENTS OF GASKETS AND SIMILAR JOINTS, DISSIMILAR IN ";2020;420718442;;
74991;SHIPS' OR BOATS' PROPELLERS AND BLADES THEREFOR;2020;15357351;;
74999;OTHER MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER ELECTRICAL FEATURES;2020;267430531;;
75121;ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER;2020;32488706;;
75122;OTHER CALCULATING MACHINES;2020;5288098;;
75124;CASH REGISTERS;2020;79002918;;
75128;POSTAGE-FRANKING, TICKET-ISSUING AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE;2020;29806131;;
75191;DUPLICATING MACHINES;2020;548242;;
75193;MACHINES FOR SORTING OR FOLDING MAIL OR FOR INSERTING MAIL IN ENVELOPES OR BANDS, MACHINES FOR OPENI;2020;467494;;
75194;MACHINES WHICH PERFOM TWO OR MORE OF THE FUNCTIONS OF PRINTING, COPYING OR FASCSIMILE TRANSMISSION, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2020;265021940;;
75195;OTHER, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2020;324978113;;
75196;OTHER PRINTERS, COPYING AND FASCSIMILE MACHINES;2020;5628896;;
75197;PARTS AND ACCESSORIES;2020;2058742116;;
75199;OFFICE MACHINES, N.E.S.;2020;81107609;;
75220;DIGITAL AUTOMATIC DATA-PROCESSING MACHINES, CONTAINING IN THE SAME HOUSING AT LEAST A CENTRAL PROCES;2020;5226248815;;
75230;OTHER AUTOMATIC DATA PROCESSING MACHINES;2020;1539000242;;
75260;INPUT OR OUTPUT UNITS FOR AUTOMATIC DATA-PROCESSING MACHINES, WHETHER OR NOT PRESENTED WITH THE REST;2020;314677656;;
75270;STORAGE UNITS, WHETHER OR NOT PRESENTED WITH THE REST OF A SYSTEM;2020;1904402103;;
75280;OTHER UNITS OF AUTOMATIC DATA PROCESSING MACHINES;2020;1360249158;;
75290;DATA-PROCESSING EQUIPMENT, N.E.S.;2020;313393412;;
75980;PARTS AND ACCESSORIES EQUALLY SUITABLE FOR USE WITH MACHINES OF TWO OR MORE OF THE SUBGROUP 751.1,751.2, 751.9 AND GROUP 752;2020;61161746;;
75993;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.1, 751.2, 751.9 AND GROUP 752. FOR THE MACHINES OF SUBGROUP 751.9;2020;92113590;;
75995;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.1, 751.2, 751.9 AND GROUP 752. FOR THE ELECTRONIC CALCULATING MACHINES OF SUBGROUP 751.2;2020;86583473;;
75997;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.1, 751.2, 751.9 AND GROUP 752. FOR THE MACHINES OF GROUP 752;2020;6977867487;;
76130;"MONITORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; CATHODE-RAY TUBE";2020;14655151;;
76140;"MONITORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; OTHER THAN CATHODE-RAY TUBE";2020;932190993;;
76150;PROJECTORS;2020;110787062;;
76160;RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS;2020;555391513;;
76211;RADIO-BROADCAST RECEIVERS NOT CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER, OF A KIND USED IN MOTOR VEHICLES. COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS;2020;149500455;;
76212;RADIO-BROADCAST RECEIVERS NOT CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER, OF A KIND USED IN MOTOR VEHICLES. NOT COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS;2020;50662722;;
76221;RADIO-BROADCAST RECEIVERS CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER. COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS;2020;8033511;;
76222;RADIO-BROADCAST RECEIVERS CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER. NOT COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS;2020;4502186;;
76281;OTHER RADIO-BROADCAST RECEIVERS, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK. COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS;2020;21951093;;
76282;OTHER RADIO-BROADCAST RECEIVERS, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK. NOT COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS BUT COMBINED WITH A CLOCK.;2020;1719617;;
